type,name,slug,address,city,postal_code,country,lat,lng,status,source,source_date
civette,BAR DES HALLES,bar-des-halles-bourg-en-bresse,9 AV  MAGINOT,BOURG-EN-BRESSE,01000,FR,46.207907,5.227466,published,douane-fr-2018,2018-01-01
civette,LA DUCHESSE DE SAVOIE,la-duchesse-de-savoie-bourg-en-bresse,168 BIS BOULEVARD DE BROU,BOURG-EN-BRESSE,01000,FR,46.197466,5.235399,published,douane-fr-2018,2018-01-01
civette,LE CLEMENCEAU,le-clemenceau-bourg-en-bresse,1 PL G CLEMENCEAU,BOURG-EN-BRESSE,01000,FR,46.20577,5.226613,published,douane-fr-2018,2018-01-01
civette,TABAC MAG PRESSE,tabac-mag-presse-bourg-en-bresse,5 PL EDGARD QUINET,BOURG-EN-BRESSE,01000,FR,46.203565,5.226768,published,douane-fr-2018,2018-01-01
civette,AUBERGE DE LA CALONNE,auberge-de-la-calonne-guereins,LE VILLAGE,GUEREINS,01090,FR,46.106547,4.779116,published,douane-fr-2018,2018-01-01
civette,CHEZ SANDRINE,chez-sandrine-genouilleux,LE VILLAGE,GENOUILLEUX,01090,FR,46.117325,4.783737,published,douane-fr-2018,2018-01-01
civette,LE STROMBOLI,le-stromboli-montmerle-sur-saone,8 R DE MACON,MONTMERLE-SUR-SAONE,01090,FR,46.081043,4.757539,published,douane-fr-2018,2018-01-01
civette,LES TROIS RIVIERES,les-trois-rivieres-montmerle-sur-saone,1 PL DE LA LIBERTE,MONTMERLE-SUR-SAONE,01090,FR,46.080635,4.758233,published,douane-fr-2018,2018-01-01
civette,A LA CIVETTE,a-la-civette-oyonnax,96 R ANATOLE FRANCE,OYONNAX,01100,FR,46.259083,5.657253,published,douane-fr-2018,2018-01-01
civette,BRASSERIE DU CHEMIN DE FER,brasserie-du-chemin-de-fer-oyonnax,38 R MICHELET,OYONNAX,01100,FR,46.260122,5.653775,published,douane-fr-2018,2018-01-01
civette,L'EQUATEUR,l-equateur-arbent,69 R GENERAL ANDREA,ARBENT,01100,FR,46.294343,5.679831,published,douane-fr-2018,2018-01-01
civette,LE COMPTOIR DE MARIE,le-comptoir-de-marie-martignat,190 grande rue,MARTIGNAT,01100,FR,46.208986,5.610186,published,douane-fr-2018,2018-01-01
civette,LE LUTETIA,le-lutetia-oyonnax,7 PL EMILE ZOLA TABAC,OYONNAX,01100,FR,46.257972,5.657389,published,douane-fr-2018,2018-01-01
civette,LES 5 PASSAGES,les-5-passages-oyonnax,29 R VOLTAIRE,OYONNAX,01100,FR,46.256056,5.656026,published,douane-fr-2018,2018-01-01
civette,HÔTEL DU CENTRE,hotel-du-centre-cormaranche-en-bugey,6 place de la mairie,CORMARANCHE-EN-BUGEY,01110,FR,45.953583,5.608975,published,douane-fr-2018,2018-01-01
civette,LE HAVANE,le-havane-hauteville-lompnes,274 rue de  LA REPUBLIQUE,HAUTEVILLE-LOMPNES,01110,FR,45.97764,5.601724,published,douane-fr-2018,2018-01-01
civette,CAFE DE LA MAIRIE,cafe-de-la-mairie-pizay,810 ROUTE DE BOURG,PIZAY,01120,FR,45.889039,5.090854,published,douane-fr-2018,2018-01-01
civette,EPICERIE DU PLATANE,epicerie-du-platane-nievroz,42 PLACE ARISTIDE BRIAND,NIEVROZ,01120,FR,45.826268,5.063963,published,douane-fr-2018,2018-01-01
civette,LE CARNOT,le-carnot-montluel,12 PL CARNOT,MONTLUEL,01120,FR,45.852038,5.057016,published,douane-fr-2018,2018-01-01
civette,LE SEVEN,le-seven-la-boisse,1372 route Nationale,LA-BOISSE,01120,FR,45.843565,5.030377,published,douane-fr-2018,2018-01-01
civette,TABAC-PRESSE-LOTO,tabac-presse-loto-dagneux,1084 RTE DE GENEVE,DAGNEUX,01120,FR,45.850818,5.075977,published,douane-fr-2018,2018-01-01
civette,VIVAL,vival-thil,251 rue de la mairie,THIL,01120,FR,45.813627,5.021936,published,douane-fr-2018,2018-01-01
civette,AU PECHEUR QUI FUME,au-pecheur-qui-fume-nantua,76 R DU DOCTEUR MERCIER,NANTUA,01130,FR,46.151989,5.606957,published,douane-fr-2018,2018-01-01
civette,MAISON DE LA PRESSE,maison-de-la-presse-nantua,24 R DU COLLEGE,NANTUA,01130,FR,46.153238,5.606618,published,douane-fr-2018,2018-01-01
civette,TABAC LE 2J,tabac-le-2j-poizat-lalleyriat,323 rue de la Traversée,POIZAT- LALLEYRIAT,01130,FR,46.160288,5.692719,published,douane-fr-2018,2018-01-01
civette,LE P'TIT MEGOT,le-p-tit-megot-thoissey,17 Grande rue,THOISSEY,01140,FR,46.172401,4.802377,published,douane-fr-2018,2018-01-01
civette,RESTAURANT DE LA PLACE,restaurant-de-la-place-garnerans,17 place de la bascule,GARNERANS,01140,FR,46.205827,4.841132,published,douane-fr-2018,2018-01-01
civette,CHEZ YANN ET VAL CHAMOUSSET,chez-yann-et-val-chamousset-lagnieu,24 R PASTEUR,LAGNIEU,01150,FR,45.903451,5.348752,published,douane-fr-2018,2018-01-01
civette,LA POUPONNE,la-pouponne-saint-sorlin-en-bugey,117 grande rue,SAINT-SORLIN-EN-BUGEY,01150,FR,45.884836,5.371687,published,douane-fr-2018,2018-01-01
civette,RESTO'KEV LE PICHET,resto-kev-le-pichet-saint-vulbas,485 rue Philibert le Beau,SAINT-VULBAS,01150,FR,45.809269,5.274052,published,douane-fr-2018,2018-01-01
civette,LA TRUITE A L'OMBRE,la-truite-a-l-ombre-priay,156 grande rue de la Côtière,PRIAY,01160,FR,46.00329,5.289485,published,douane-fr-2018,2018-01-01
civette,L'ATMOSPHERE,l-atmosphere-pont-de-vaux,83 R MARECHAL DE LATTRE,PONT-DE-VAUX,01190,FR,46.429879,4.938437,published,douane-fr-2018,2018-01-01
civette,LE COMPTOIR DU PORT,le-comptoir-du-port-pont-de-vaux,12 R ANDRE,PONT-DE-VAUX,01190,FR,46.433752,4.938746,published,douane-fr-2018,2018-01-01
civette,LES QUATRE VENTS,les-quatre-vents-gorrevod,23 route de Bâgé,GORREVOD,01190,FR,46.427021,4.936679,published,douane-fr-2018,2018-01-01
civette,O P'TIT MARCHE D'OZAN,o-p-tit-marche-d-ozan-ozan,706 grande rue,OZAN,01190,FR,46.391523,4.915711,published,douane-fr-2018,2018-01-01
civette,HOTEL RESTAURANT MARINET,hotel-restaurant-marinet-chatillon-en-michaille,369  rue du bugey,CHATILLON-EN-MICHAILLE,01200,FR,46.114754,5.783428,published,douane-fr-2018,2018-01-01
civette,LE NICOTIANE,le-nicotiane-bellegarde-sur-valserine,6 R JOSEPH BERTOLA,BELLEGARDE-SUR-VALSERINE,01200,FR,46.107915,5.825673,published,douane-fr-2018,2018-01-01
civette,TABAC PRESSE DU CREDO,tabac-presse-du-credo-bellegarde-sur-valserine,4 rue Joliot Curie,BELLEGARDE-SUR-VALSERINE,01200,FR,46.117576,5.813894,published,douane-fr-2018,2018-01-01
civette,VIVAL,vival-bellegarde-sur-valserine,97 R CENTRALE,BELLEGARDE-SUR-VALSERINE,01200,FR,46.099395,5.815938,published,douane-fr-2018,2018-01-01
civette,VIVAL,vival-bellegarde-sur-valserine-56,CENTRE DE CHATILLON,BELLEGARDE-SUR-VALSERINE,01200,FR,46.109877,5.834384,published,douane-fr-2018,2018-01-01
civette,VIVAL,vival-billiat,Place de l'Eglise,BILLIAT,01200,FR,46.077603,5.784146,published,douane-fr-2018,2018-01-01
civette,LIBRAIRIE DU LYCEE,librairie-du-lycee-ferney-voltaire,65 R DE VERSOIX,FERNEY-VOLTAIRE,01210,FR,46.259072,6.116352,published,douane-fr-2018,2018-01-01
civette,VIVAL,vival-versonnex,50  place de la forge,VERSONNEX,01210,FR,46.3013,6.096338,published,douane-fr-2018,2018-01-01
civette,LE CALUMET,le-calumet-divonne-les-bains,19 place de l'église,DIVONNE-LES-BAINS,01220,FR,46.357159,6.142725,published,douane-fr-2018,2018-01-01
civette,CHEZ PIPPO,chez-pippo-saint-rambert-en-bugey,78 R DOCTEUR TEMPORAL,SAINT-RAMBERT-EN-BUGEY,01230,FR,45.94889,5.440446,published,douane-fr-2018,2018-01-01
civette,TABAC DE L'ALBARINE,tabac-de-l-albarine-tenay,2 PL DU PONT,TENAY,01230,FR,45.919078,5.509333,published,douane-fr-2018,2018-01-01
civette,CAZITOU,cazitou-dompierre-sur-veyle,13 place de la mairie,DOMPIERRE-SUR-VEYLE,01240,FR,46.071689,5.205686,published,douane-fr-2018,2018-01-01
civette,LE CERTINOIS,le-certinois-certines,419  route de la mairie,CERTINES,01240,FR,46.132868,5.264497,published,douane-fr-2018,2018-01-01
civette,LE SAINT JUST,le-saint-just-saint-just,4 place du centre,SAINT-JUST,01250,FR,46.192895,5.288081,published,douane-fr-2018,2018-01-01
civette,MULTISERVICES,multiservices-tossiat,308 rue louis François Jambon,TOSSIAT,01250,FR,46.141385,5.316705,published,douane-fr-2018,2018-01-01
civette,ZIGOU'FRAIS,zigou-frais-montagnat,135 chemin de l'église,MONTAGNAT,01250,FR,46.171098,5.286017,published,douane-fr-2018,2018-01-01
civette,LE MONTE CRISTO,le-monte-cristo-champagne-en-valromey,234 grande rue,CHAMPAGNE-EN-VALROMEY,01260,FR,45.904804,5.67885,published,douane-fr-2018,2018-01-01
civette,LE BELLECOUR,le-bellecour-pont-de-veyle,65 grande rue,PONT-DE-VEYLE,01290,FR,46.261342,4.887767,published,douane-fr-2018,2018-01-01
civette,LE CATALPA,le-catalpa-grieges,41 rue Gustave Lambert,GRIEGES,01290,FR,46.254383,4.851931,published,douane-fr-2018,2018-01-01
civette,PHIL ING,phil-ing-cormoranche-sur-saone,15 RUE DU JET D'EAU,CORMORANCHE-SUR-SAONE,01290,FR,46.240911,4.831279,published,douane-fr-2018,2018-01-01
civette,CÔTE PRESSE,cote-presse-belley,16 R DE LA REPUBLIQUE,BELLEY,01300,FR,45.759354,5.686186,published,douane-fr-2018,2018-01-01
civette,EPICERIE PROXI,epicerie-proxi-virignin,PLACE DE LA LIBERTE,VIRIGNIN,01300,FR,45.717205,5.711546,published,douane-fr-2018,2018-01-01
civette,EPICERIE VIVAL,epicerie-vival-groslee-saint-benoit,69  route de Groslée - Le bourg,GROSLEE-SAINT-BENOIT,01300,FR,45.695035,5.586902,published,douane-fr-2018,2018-01-01
civette,LA TABATIERE,la-tabatiere-belley,3 PL DE LA VICTOIRE,BELLEY,01300,FR,45.761242,5.686848,published,douane-fr-2018,2018-01-01
civette,LE CALUMET,le-calumet-belley,2 PL DES TERREAUX,BELLEY,01300,FR,45.760184,5.686593,published,douane-fr-2018,2018-01-01
civette,MAISON DE LA PRESSE,maison-de-la-presse-belley,73 GRANDE RUE,BELLEY,01300,FR,45.758894,5.689795,published,douane-fr-2018,2018-01-01
civette,BAR RESTAURANT TABAC DE LA PLACE,bar-restaurant-tabac-de-la-place-confrancon,437 ROUTE DU LOGIS NEUF,CONFRANCON,01310,FR,46.256161,5.055787,published,douane-fr-2018,2018-01-01
civette,CHEZ LA MERE BOUVIER,chez-la-mere-bouvier-montcet,LE VILLAGE 19 RUE DE LA MAIRIE,MONTCET,01310,FR,46.212412,5.111733,published,douane-fr-2018,2018-01-01
civette,LA PT'ITE TENTATION,la-pt-ite-tentation-saint-nizier-le-desert,AU VILLAGE,SAINT-NIZIER-LE-DESERT,01320,FR,46.067086,5.16732,published,douane-fr-2018,2018-01-01
civette,LE RELAIS DE LA DOMBES,le-relais-de-la-dombes-chalamont,PLACE DU MARCHE,CHALAMONT,01320,FR,45.99691,5.171197,published,douane-fr-2018,2018-01-01
civette,AU COEUR DE LA DOMBES,au-coeur-de-la-dombes-le-plantay,LE VILLAGE,LE-PLANTAY,01330,FR,46.02057,5.090527,published,douane-fr-2018,2018-01-01
civette,LA ROSERAIE,la-roseraie-amberieux-en-dombes,33  rue de la ruelle,AMBERIEUX-EN-DOMBES,01330,FR,45.99782,4.903299,published,douane-fr-2018,2018-01-01
civette,AU PANIER GOURMAND,au-panier-gourmand-marsonnas,78  route de la Léchère,MARSONNAS,01340,FR,46.34061,5.070693,published,douane-fr-2018,2018-01-01
civette,LE SERIEUX,le-serieux-ceyzerieu,Place de l'Eglise,CEYZERIEU,01350,FR,45.835197,5.726635,published,douane-fr-2018,2018-01-01
civette,L' ESSENTIEL,l-essentiel-bressolles,125   grande rue,BRESSOLLES,01360,FR,45.865378,5.094818,published,douane-fr-2018,2018-01-01
civette,LE CHAMOIS,le-chamois-loyettes,25 RUE DU BUGEY,LOYETTES,01360,FR,45.775259,5.207172,published,douane-fr-2018,2018-01-01
civette,CAVEAU DU REVERMONT,caveau-du-revermont-val-revermont,5-6 place du champ de foire,VAL-REVERMONT,01370,FR,46.271126,5.368483,published,douane-fr-2018,2018-01-01
civette,L ALLIANCE,l-alliance-saint-etienne-du-bois,371 B Rue Centrale,SAINT-ETIENNE-DU-BOIS,01370,FR,46.287512,5.293626,published,douane-fr-2018,2018-01-01
civette,LE PATIO,le-patio-bage-le-chatel,60  PL PUTHOD,BAGE-LE-CHATEL,01380,FR,46.309285,4.930897,published,douane-fr-2018,2018-01-01
civette,VIVAL,vival-bage-le-chatel,60 R MARSALE,BAGE-LE-CHATEL,01380,FR,46.308218,4.92968,published,douane-fr-2018,2018-01-01
civette,BAR TABAC DE LA BASCULE,bar-tabac-de-la-bascule-civrieux,13 route de Lyon,CIVRIEUX,01390,FR,45.921537,4.882118,published,douane-fr-2018,2018-01-01
civette,LE CELTIQUE,le-celtique-chatillon-sur-chalaronne,17 R PDT CARNOT,CHATILLON-SUR-CHALARONNE,01400,FR,46.11924,4.956666,published,douane-fr-2018,2018-01-01
civette,TABAC LE LOSANGE,tabac-le-losange-chatillon-sur-chalaronne,87  Rue PASTEUR,CHATILLON-SUR-CHALARONNE,01400,FR,46.11976,4.955882,published,douane-fr-2018,2018-01-01
civette,TABAC PRESSE LA VALSERINE,tabac-presse-la-valserine-lelex,LE VILLAGE,LELEX,01410,FR,46.310695,5.926015,published,douane-fr-2018,2018-01-01
civette,AU RENDEZ-VOUS,au-rendez-vous-chanay,28 route de Seyssel,CHANAY,01420,FR,46.005885,5.785561,published,douane-fr-2018,2018-01-01
civette,VIVAL,vival-corbonod,370 GR  GIGNIEZ,CORBONOD,01420,FR,45.968692,5.809742,published,douane-fr-2018,2018-01-01
civette,CAFE DE LA PLACE,cafe-de-la-place-maillat,21 route des grands moulins,MAILLAT,01430,FR,46.128404,5.539797,published,douane-fr-2018,2018-01-01
civette,EPICERIE DE CERDON,epicerie-de-cerdon-cerdon,PLACE DE LA VIGNERONNE,CERDON,01450,FR,46.080339,5.46513,published,douane-fr-2018,2018-01-01
civette,LE PADDY'S BAR,le-paddy-s-bar-nurieux-volognat,45 route du berthiand,NURIEUX-VOLOGNAT,01460,FR,46.185829,5.528852,published,douane-fr-2018,2018-01-01
civette,LE ROYAL BAR,le-royal-bar-montreal-la-cluse,20 AV FP DE DOUGLAS,MONTREAL-LA-CLUSE,01460,FR,46.185341,5.574171,published,douane-fr-2018,2018-01-01
civette,MAISON DE LA PRESSE,maison-de-la-presse-montreal-la-cluse,7 rue des Savoies,MONTREAL-LA-CLUSE,01460,FR,46.170518,5.577025,published,douane-fr-2018,2018-01-01
civette,L'EXCENTRIQUE,l-excentrique-briord,607 ROUTE DES ECOLES,BRIORD,01470,FR,45.782172,5.45952,published,douane-fr-2018,2018-01-01
civette,A MA CAMPAGNE,a-ma-campagne-ars-sur-formans,RUE JEAN MARIE VIANNEY,ARS-SUR-FORMANS,01480,FR,45.992953,4.821749,published,douane-fr-2018,2018-01-01
civette,LE DETOUR,le-detour-messimy-sur-saone,243 rue du bourg,MESSIMY-SUR-SAONE,01480,FR,46.048321,4.7645,published,douane-fr-2018,2018-01-01
civette,LE VALION,le-valion-villeneuve,100 route de Villefranche,VILLENEUVE,01480,FR,46.020941,4.836086,published,douane-fr-2018,2018-01-01
civette,MAISON DE LA PRESSE,maison-de-la-presse-amberieu-en-bugey,14 R BERARD,AMBERIEU-EN-BUGEY,01500,FR,45.958836,5.358507,published,douane-fr-2018,2018-01-01
civette,TABAC DE LA GARE,tabac-de-la-gare-amberieu-en-bugey,6 AV DU GENERAL SARRAIL,AMBERIEU-EN-BUGEY,01500,FR,45.954475,5.342027,published,douane-fr-2018,2018-01-01
civette,TABAC DU TIRET,tabac-du-tiret-amberieu-en-bugey,108 R ALEXANDRE BERARD,AMBERIEU-EN-BUGEY,01500,FR,45.966538,5.354899,published,douane-fr-2018,2018-01-01
civette,LE PAPYRUS,le-papyrus-virieu-le-grand,64 rue de la gare,VIRIEU-LE-GRAND,01510,FR,45.847818,5.652496,published,douane-fr-2018,2018-01-01
civette,BAR DE L'UNION,bar-de-l-union-collonges,41 grand' rue,COLLONGES,01550,FR,46.138598,5.903732,published,douane-fr-2018,2018-01-01
civette,MAISON DE LA PRESSE,maison-de-la-presse-saint-trivier-de-courtes,12 GRANDE RUE,SAINT-TRIVIER-DE-COURTES,01560,FR,46.459451,5.082204,published,douane-fr-2018,2018-01-01
civette,TABAC DES COLONNES,tabac-des-colonnes-izernore,424 GRANDE RUE,IZERNORE,01580,FR,46.220973,5.55479,published,douane-fr-2018,2018-01-01
civette,LA GENETIERE,la-genetiere-massieux,PARC DE LA GENETIERE,MASSIEUX,01600,FR,45.90645,4.815751,published,douane-fr-2018,2018-01-01
civette,PRESSE TALANÇONNAISE,presse-talanconnaise-reyrieux,4 RUE DE LA PLACE,REYRIEUX,01600,FR,45.934963,4.823993,published,douane-fr-2018,2018-01-01
civette,RELAIS DU FORMANS,relais-du-formans-sainte-euphemie,ROUTE D'ARS,SAINTE-EUPHEMIE,01600,FR,45.974526,4.798785,published,douane-fr-2018,2018-01-01
civette,TABAC DU PALAIS,tabac-du-palais-trevoux,8 R DU PALAIS,TREVOUX,01600,FR,45.940286,4.77754,published,douane-fr-2018,2018-01-01
civette,VIVAL,vival-saint-bernard,353 avenue Suzanne Valadon,SAINT-BERNARD,01600,FR,45.945066,4.735531,published,douane-fr-2018,2018-01-01
civette,MAISON DE LA PRESSE,maison-de-la-presse-saint-genis-pouilly,6 route de Lyon,SAINT-GENIS-POUILLY,01630,FR,46.243012,6.020168,published,douane-fr-2018,2018-01-01
civette,L'INSTANT BRESSAN,l-instant-bressan-chaveyriat,15  rue de l'Odion,CHAVEYRIAT,01660,FR,46.197813,5.060484,published,douane-fr-2018,2018-01-01
civette,LE CHRISTINE,le-christine-vandeins,Le Bourg,VANDEINS,01660,FR,46.228058,5.049905,published,douane-fr-2018,2018-01-01
civette,L'ESTAMINET,l-estaminet-neyron,84 RTE DE GENEVE,NEYRON,01700,FR,45.815378,4.932723,published,douane-fr-2018,2018-01-01
civette,LA COTIERE,la-cotiere-miribel,1146 grande rue,MIRIBEL,01700,FR,45.824601,4.954671,published,douane-fr-2018,2018-01-01
civette,LA TERRASSE,la-terrasse-miribel,898 GRANDE RUE,MIRIBEL,01700,FR,45.823572,4.95185,published,douane-fr-2018,2018-01-01
civette,LE DOMJOHN BAR,le-domjohn-bar-beynost,656 RUE CENTRALE,BEYNOST,01700,FR,45.838943,4.997507,published,douane-fr-2018,2018-01-01
civette,LE MARILLIAN,le-marillian-miribel,LE MAS RILLIER,MIRIBEL,01700,FR,45.828625,4.943556,published,douane-fr-2018,2018-01-01
civette,L'ESTANCO,l-estanco-perouges,RUE DES RONDES,PEROUGES,01800,FR,45.902786,5.179844,published,douane-fr-2018,2018-01-01
civette,LE COMPTOIR DE CHARNOZ,le-comptoir-de-charnoz-charnoz-sur-ain,30 rue du général Messimy,CHARNOZ-SUR-AIN,01800,FR,45.871196,5.223326,published,douane-fr-2018,2018-01-01
civette,TABAC LE CARILLON,tabac-le-carillon-meximieux,4  rue de Genève,MEXIMIEUX,01800,FR,45.903643,5.192873,published,douane-fr-2018,2018-01-01
civette,VIVAL,vival-saint-jean-de-niost,rue de la poste,SAINT-JEAN-DE-NIOST,01800,FR,45.84517,5.216991,published,douane-fr-2018,2018-01-01
civette,AU RENDEZ VOUS DES AMAIS,au-rendez-vous-des-amais-servas,64  rue principale - Le Village,SERVAS,01960,FR,46.132224,5.164443,published,douane-fr-2018,2018-01-01
civette,TABAC PRESSE UTINGEOIS,tabac-presse-utingeois-saint-trivier-sur-moignans,1 PL DE LA MAIRIE,SAINT-TRIVIER-SUR-MOIGNANS,01990,FR,46.072441,4.896784,published,douane-fr-2018,2018-01-01
civette,LE CAFE DE LA PLACE,le-cafe-de-la-place-aulnois-sous-laon,7 RUE TOUR DE PLACE,AULNOIS-SOUS-LAON,02000,FR,49.61446,3.601967,published,douane-fr-2018,2018-01-01
civette,LE SAINT MARCEL,le-saint-marcel-laon,62 BD PIERRE BROSSOLETTE,LAON,02000,FR,49.569473,3.614932,published,douane-fr-2018,2018-01-01
civette,BAR DU PALAIS,bar-du-palais-saint-quentin,29 RUE VICTOR BASCH,SAINT-QUENTIN,02100,FR,49.847578,3.284949,published,douane-fr-2018,2018-01-01
civette,L'ARLEQUIN,l-arlequin-saint-quentin,72 AV ROBERT SCHUMAN,SAINT-QUENTIN,02100,FR,49.860946,3.29986,published,douane-fr-2018,2018-01-01
civette,LA CIVETTE,la-civette-saint-quentin,118 RUE D ISLE,SAINT-QUENTIN,02100,FR,49.84266,3.29381,published,douane-fr-2018,2018-01-01
civette,LA PATTE D'OIE,la-patte-d-oie-saint-quentin,31 RUE DE LA FERE,SAINT-QUENTIN,02100,FR,49.832303,3.307387,published,douane-fr-2018,2018-01-01
civette,LE 37,le-37-saint-quentin,37 BD CORDIER,SAINT-QUENTIN,02100,FR,49.837553,3.296685,published,douane-fr-2018,2018-01-01
civette,LE CHIQUITO,le-chiquito-saint-quentin,71 R QUENTIN BARRE,SAINT-QUENTIN,02100,FR,49.848919,3.30038,published,douane-fr-2018,2018-01-01
civette,LE DIABOLO,le-diabolo-saint-quentin,91 RUE RASPAIL,SAINT-QUENTIN,02100,FR,49.850644,3.28686,published,douane-fr-2018,2018-01-01
civette,LE HAVANE,le-havane-saint-quentin,22 AV FAIDHERBE,SAINT-QUENTIN,02100,FR,49.844398,3.280348,published,douane-fr-2018,2018-01-01
civette,LE JUBILE,le-jubile-saint-quentin,13 R DE PARIS,SAINT-QUENTIN,02100,FR,49.842889,3.277609,published,douane-fr-2018,2018-01-01
civette,LE LIBERTY,le-liberty-saint-quentin,58 BD HENRI MARTIN,SAINT-QUENTIN,02100,FR,49.845435,3.278958,published,douane-fr-2018,2018-01-01
civette,LE MARDANE,le-mardane-saint-quentin,37 RUE DE GUISE,SAINT-QUENTIN,02100,FR,49.839818,3.30215,published,douane-fr-2018,2018-01-01
civette,LE PACHA,le-pacha-saint-quentin,103 RUE D'ISLE,SAINT-QUENTIN,02100,FR,49.843356,3.292882,published,douane-fr-2018,2018-01-01
civette,LE ROYAL CLUB,le-royal-club-saint-quentin,58  rue Georges Pompidou,SAINT-QUENTIN,02100,FR,49.855091,3.288143,published,douane-fr-2018,2018-01-01
civette,LE SAINT LOUIS,le-saint-louis-saint-quentin,27 R DANTON,SAINT-QUENTIN,02100,FR,49.846064,3.293307,published,douane-fr-2018,2018-01-01
civette,LES A COLONNES,les-a-colonnes-saint-quentin,4 PLACE CROMMELIN,SAINT-QUENTIN,02100,FR,49.852477,3.286829,published,douane-fr-2018,2018-01-01
civette,L'ESTARIS,l-estaris-bohain-en-vermandois,8 PLACE MICHEL PEZIN,BOHAIN-EN-VERMANDOIS,02110,FR,49.985423,3.458518,published,douane-fr-2018,2018-01-01
civette,LE JEANNE D'ARC,le-jeanne-d-arc-beaurevoir,16 PL CHARLES DE GAULLE,BEAUREVOIR,02110,FR,49.997276,3.307446,published,douane-fr-2018,2018-01-01
civette,BAR TABAC DE LA PLACE D'ARMES,bar-tabac-de-la-place-d-armes-guise,78 PLACE D'ARMES,GUISE,02120,FR,49.900343,3.627242,published,douane-fr-2018,2018-01-01
civette,CAFE DU FORT,cafe-du-fort-guise,3 RUE CAMILLE DESMOULINS,GUISE,02120,FR,49.898632,3.624637,published,douane-fr-2018,2018-01-01
civette,AUBERGE DE LA ROUE FLEURIE,auberge-de-la-roue-fleurie-coulonges-cohan,8 RUE DE LA FONTAINE TERRIERE,COULONGES-COHAN,02130,FR,49.201193,3.63471,published,douane-fr-2018,2018-01-01
civette,LA CIVETTE BAR,la-civette-bar-vervins,7 PLACE SADI CARNOT,VERVINS,02140,FR,49.833383,3.907233,published,douane-fr-2018,2018-01-01
civette,LE TABAKADO,le-tabakado-sissonne,22 RUE DU MAL DE LATTRE DE TASSIGNY,SISSONNE,02150,FR,49.572866,3.890812,published,douane-fr-2018,2018-01-01
civette,LE NATIONAL,le-national-berry-au-bac,14 AVENUE DU GENERAL DE GAULLE,BERRY-AU-BAC,02190,FR,49.401902,3.899948,published,douane-fr-2018,2018-01-01
civette,CAFE DES PECHEURS,cafe-des-pecheurs-venizel,70 RUE DE L AISNE,VENIZEL,02200,FR,49.366983,3.396066,published,douane-fr-2018,2018-01-01
civette,LA MARINE,la-marine-soissons,2 R DE SAINT-QUENTIN,SOISSONS,02200,FR,49.382466,3.329782,published,douane-fr-2018,2018-01-01
civette,LE CHAMBELLAN,le-chambellan-belleu,9. PLACE VIOLET,BELLEU,02200,FR,49.358895,3.338311,published,douane-fr-2018,2018-01-01
civette,LE HAVANITOS,le-havanitos-soissons,33 R SAINT MARTIN,SOISSONS,02200,FR,49.378501,3.328509,published,douane-fr-2018,2018-01-01
civette,LE LONGCHAMP,le-longchamp-soissons,53 R SAINT-MARTIN,SOISSONS,02200,FR,49.379689,3.328002,published,douane-fr-2018,2018-01-01
civette,LE ROYAL,le-royal-soissons,1 R DU RESEAU VERITE FRANCAISE,SOISSONS,02200,FR,49.369725,3.322988,published,douane-fr-2018,2018-01-01
civette,LE SAINT BRICE,le-saint-brice-soissons,3 RUE SAINT MARTIN,SOISSONS,02200,FR,49.376911,3.328662,published,douane-fr-2018,2018-01-01
civette,LE SAINT CLAUDE,le-saint-claude-soissons,26 RUE JEAN MOULIN,SOISSONS,02200,FR,49.381088,3.304423,published,douane-fr-2018,2018-01-01
civette,LE SEVEN,le-seven-villeneuve-saint-germain,1 PLACE LOUIS COMIEN,VILLENEUVE-SAINT-GERMAIN,02200,FR,49.37632,3.346383,published,douane-fr-2018,2018-01-01
civette,LE YELLOW,le-yellow-soissons,6 GRANDE PLACE,SOISSONS,02200,FR,49.35327,3.418907,published,douane-fr-2018,2018-01-01
civette,CAFE DE LA GARE,cafe-de-la-gare-vichel-nanteuil,1 PL DE LA GARE,VICHEL-NANTEUIL,02210,FR,49.18669,3.270087,published,douane-fr-2018,2018-01-01
civette,LE LONGCHAMP,le-longchamp-oulchy-le-chateau,18. RUE POTEL,OULCHY-LE-CHATEAU,02210,FR,49.205177,3.368051,published,douane-fr-2018,2018-01-01
civette,LE VATIN,le-vatin-fresnoy-le-grand,9 PLACE VATIN,FRESNOY-LE-GRAND,02230,FR,49.949319,3.416829,published,douane-fr-2018,2018-01-01
civette,LE THIOLET,le-thiolet-itancourt,8 PLACE DU THIOLET,ITANCOURT,02240,FR,49.807153,3.343503,published,douane-fr-2018,2018-01-01
civette,AU PETIT COMPTOIR,au-petit-comptoir-nouvion-et-catillon,21 RUE DES PETITS PAVES,NOUVION-ET-CATILLON,02270,FR,49.703441,3.486083,published,douane-fr-2018,2018-01-01
civette,CAFE DE LA MAIRIE,cafe-de-la-mairie-fontenoy,48 RUE DE SOISSONS,FONTENOY,02290,FR,49.407501,3.196681,published,douane-fr-2018,2018-01-01
civette,A LA TETE NOIRE,a-la-tete-noire-blerancourt,14 R ANNE MORGAN,BLERANCOURT,02300,FR,49.517791,3.150506,published,douane-fr-2018,2018-01-01
